ts,load1,mem_used_mb,mem_avail_mb,swap_used_mb,cpu_total_cores,py_cores,py_rss_mb,dec_cores,dec_rss_mb,pub_cores,pub_rss_mb,mtx_cores,mtx_rss_mb,temp_c,cpu_mhz
2026-09-06T05:33:04,3.18,2204,1593,0,2.80,0.89,1351,1.71,331,0.01,49,0.03,47,28,2600
2026-09-06T05:33:14,3.46,2194,1603,0,2.90,1.06,1336,1.63,331,0.01,49,0.03,46,28,2300
2026-09-06T05:33:24,2.93,2208,1589,0,2.10,0.51,1303,1.53,331,0.01,49,0.03,48,28,2700
2026-09-06T05:33:34,2.85,2167,1630,0,2.64,0.86,1340,1.70,331,0.01,49,0.03,47,28,2000
2026-09-06T05:33:44,3.19,2257,1540,0,2.76,1.05,1336,1.63,331,0.01,49,0.03,46,28,2600
2026-09-06T05:33:54,3.25,2178,1619,0,2.18,0.52,1314,1.61,331,0.01,49,0.04,47,28,2700
2026-09-06T05:34:04,2.97,2170,1627,0,2.61,0.86,1332,1.69,331,0.01,49,0.03,47,28,800
2026-09-06T05:34:14,2.75,2176,1621,0,2.91,1.05,1326,1.64,331,0.01,49,0.03,47,28,2600
2026-09-06T05:34:24,3.03,2137,1660,0,2.47,0.57,1303,1.81,331,0.01,49,0.04,46,28,2700
2026-09-06T05:34:34,3.34,2191,1606,0,2.47,0.83,1340,1.57,331,0.01,49,0.03,46,28,2000
2026-09-06T05:34:44,3.14,2199,1598,0,2.65,1.02,1326,1.55,331,0.01,49,0.03,47,28,2300
2026-09-06T05:34:54,2.65,2178,1619,0,2.17,0.52,1351,1.59,331,0.01,49,0.03,48,28,2700
2026-09-06T05:35:04,3.07,2231,1566,0,2.59,0.84,1351,1.68,331,0.01,49,0.03,48,28,2600
2026-09-06T05:35:14,2.90,2174,1623,0,2.71,1.03,1336,1.52,331,0.01,49,0.03,47,28,2601
2026-09-06T05:35:24,2.46,2183,1614,0,2.30,0.54,1351,1.70,331,0.01,49,0.03,48,28,2600
2026-09-06T05:35:34,2.77,2153,1644,0,2.67,0.87,1351,1.73,331,0.01,49,0.03,47,28,2300
2026-09-06T05:35:44,2.74,2211,1586,0,2.78,1.04,1336,1.66,331,0.02,49,0.04,47,28,2600
2026-09-06T05:35:54,2.70,2178,1619,0,2.29,0.55,1314,1.68,331,0.01,49,0.04,47,28,2600
2026-09-06T05:36:04,2.98,2178,1619,0,2.46,0.82,1351,1.57,331,0.01,49,0.03,48,28,1700
